experiment_id,stream,namespace,dag_id,cell_id,task_count,topology_family,weight_type,target_rho_l_bin,observation_index,attempt,raw_seed,accepted,reason,rho_l,longest_path_count,rho_h_low,rho_h_high
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_08,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,8,0,15471615185618824781,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_homogeneous_09,n16_wide_layered_homogeneous,16,wide_layered,homogeneous,low,9,0,16178676331153078054,true,accepted_all_structural_and_allocator_checks,0.1875,14,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_00,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,0,0,12840912624360913014,true,accepted_all_structural_and_allocator_checks,0.2564102564102564102564102564,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_01,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,1,0,4000858835509455354,true,accepted_all_structural_and_allocator_checks,0.2972972972972972972972972973,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_02,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,2,0,7363487279514375820,true,accepted_all_structural_and_allocator_checks,0.28125,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_03,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,3,0,13538740954897939630,true,accepted_all_structural_and_allocator_checks,0.2894736842105263157894736842,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_04,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,4,0,12489441368268690908,false,rho_l_outside_target_bin,0.3513513513513513513513513514,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_04,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,4,1,11699951519230026952,true,accepted_all_structural_and_allocator_checks,0.2127659574468085106382978723,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_05,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,5,0,5207338037670954130,false,rho_l_outside_target_bin,0.3125,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_05,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,5,1,17218422572990987320,false,rho_l_outside_target_bin,0.3333333333333333333333333333,1,,
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_05,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,5,2,774015628763053461,true,accepted_all_structural_and_allocator_checks,0.2580645161290322580645161290,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_06,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,6,0,12493490521436076518,true,accepted_all_structural_and_allocator_checks,0.2162162162162162162162162162,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_07,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,7,0,10209533402981310432,true,accepted_all_structural_and_allocator_checks,0.2307692307692307692307692308,3,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_08,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,8,0,13667819136979444798,true,accepted_all_structural_and_allocator_checks,0.2727272727272727272727272727,1,0.3,0.7
EXP-08,development,EXP-08-development-v1,exp08_development_n16_wide_layered_lognormal_09,n16_wide_layered_lognormal,16,wide_layered,lognormal,low,9,0,8183209298483340383,false,rho_l_outside_target_bin,0.3170731707317073170731707317,1,,
