pair_type,dag_id,task_count,topology_family,weight_type,path_multiplicity,observation_index,phase_profile,P,path_stable,path_transition,delta_reference_path_length,delta_reference_path_length_normalized,delta_L4,delta_B4,theoretical_delta,identity_holds,delta_makespan,delta_makespan_normalized,delta_queue,delta_queue_normalized,delta_blocked_any,delta_blocked_any_normalized
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_11,16,chain_like,lognormal,unique,11,equal_alternating,8,,,,,,,,,-11.582,-0.03016145833333333333333333333,-11.946,-0.031109375,-11.946,-0.031109375
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_11,16,chain_like,lognormal,unique,11,io,4,true,t01->t03->t05->t06->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t05->t06->t08->t10->t11->t12->t13->t14->t15->t16,6.7392,0.01732199918571798699616300445,6.7392,6.7392,6.739200,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_12,16,chain_like,lognormal,unique,12,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_12,16,chain_like,lognormal,unique,12,io,4,,,,,,,,,1.608,0.004620689655172413793103448276,2.695,0.007744252873563218390804597701,2.695,0.007744252873563218390804597701
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_12,16,chain_like,lognormal,unique,12,io,8,,,,,,,,,1.608,0.004620689655172413793103448276,2.695,0.007744252873563218390804597701,2.695,0.007744252873563218390804597701
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_12,16,chain_like,lognormal,unique,12,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_12,16,chain_like,lognormal,unique,12,equal_alternating,4,,,,,,,,,-4.706,-0.01352298850574712643678160920,-2.084,-0.005988505747126436781609195402,-2.084,-0.005988505747126436781609195402
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_12,16,chain_like,lognormal,unique,12,equal_alternating,8,,,,,,,,,-4.706,-0.01352298850574712643678160920,-2.084,-0.005988505747126436781609195402,-2.084,-0.005988505747126436781609195402
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_12,16,chain_like,lognormal,unique,12,io,4,true,t01->t02->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16,6.0480,0.01715569473755871740758390632,6.0480,6.0480,6.048000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_13,16,chain_like,lognormal,unique,13,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_13,16,chain_like,lognormal,unique,13,io,4,,,,,,,,,0.000,0,3.564,0.00928125,3.564,0.00928125
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_13,16,chain_like,lognormal,unique,13,io,8,,,,,,,,,0.000,0,3.564,0.00928125,3.564,0.00928125
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_13,16,chain_like,lognormal,unique,13,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_13,16,chain_like,lognormal,unique,13,equal_alternating,4,,,,,,,,,-2.949,-0.0076796875,-0.778,-0.002026041666666666666666666667,-0.778,-0.002026041666666666666666666667
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_13,16,chain_like,lognormal,unique,13,equal_alternating,8,,,,,,,,,-2.949,-0.0076796875,-0.778,-0.002026041666666666666666666667,-0.778,-0.002026041666666666666666666667
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_13,16,chain_like,lognormal,unique,13,io,4,true,t01->t02->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16,7.6032,0.01951027245405724983987781446,7.6032,7.6032,7.603200,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_14,16,chain_like,lognormal,unique,14,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_14,16,chain_like,lognormal,unique,14,io,4,,,,,,,,,-0.043,-0.0001235632183908045977011494253,1.391,0.003997126436781609195402298851,1.391,0.003997126436781609195402298851
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_14,16,chain_like,lognormal,unique,14,io,8,,,,,,,,,-0.043,-0.0001235632183908045977011494253,1.391,0.003997126436781609195402298851,1.391,0.003997126436781609195402298851
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_14,16,chain_like,lognormal,unique,14,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_14,16,chain_like,lognormal,unique,14,equal_alternating,4,,,,,,,,,-4.300,-0.01235632183908045977011494253,-1.803,-0.005181034482758620689655172414,-1.803,-0.005181034482758620689655172414
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_14,16,chain_like,lognormal,unique,14,equal_alternating,8,,,,,,,,,-4.300,-0.01235632183908045977011494253,-1.803,-0.005181034482758620689655172414,-1.803,-0.005181034482758620689655172414
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_14,16,chain_like,lognormal,unique,14,io,4,true,t01->t03->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16,6.0480,0.01715569473755871740758390632,6.0480,6.0480,6.048000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_15,16,chain_like,lognormal,tied,15,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_15,16,chain_like,lognormal,tied,15,io,4,,,,,,,,,1.956,0.005620689655172413793103448276,4.106,0.01179885057471264367816091954,4.106,0.01179885057471264367816091954
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_15,16,chain_like,lognormal,tied,15,io,8,,,,,,,,,1.956,0.005620689655172413793103448276,4.106,0.01179885057471264367816091954,4.106,0.01179885057471264367816091954
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_15,16,chain_like,lognormal,tied,15,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_15,16,chain_like,lognormal,tied,15,equal_alternating,4,,,,,,,,,-2.371,-0.006813218390804597701149425287,-1.297,-0.003727011494252873563218390805,-1.297,-0.003727011494252873563218390805
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_15,16,chain_like,lognormal,tied,15,equal_alternating,8,,,,,,,,,-2.371,-0.006813218390804597701149425287,-1.297,-0.003727011494252873563218390805,-1.297,-0.003727011494252873563218390805
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_15,16,chain_like,lognormal,tied,15,io,4,false,t01->t03->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t05->t07->t09->t10->t11->t12->t13->t14->t15->t16,6.7392,0.01876771692026978593072887817,1.3017,1.3017,6.739200,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_16,16,chain_like,lognormal,tied,16,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_16,16,chain_like,lognormal,tied,16,io,4,,,,,,,,,-6.480,-0.016875,-4.680,-0.0121875,-4.680,-0.0121875
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_16,16,chain_like,lognormal,tied,16,io,8,,,,,,,,,-6.480,-0.016875,-4.680,-0.0121875,-4.680,-0.0121875
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_16,16,chain_like,lognormal,tied,16,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_16,16,chain_like,lognormal,tied,16,equal_alternating,4,,,,,,,,,-3.990,-0.010390625,-3.090,-0.008046875,-3.090,-0.008046875
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_16,16,chain_like,lognormal,tied,16,equal_alternating,8,,,,,,,,,-3.990,-0.010390625,-3.090,-0.008046875,-3.090,-0.008046875
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_16,16,chain_like,lognormal,tied,16,io,4,false,t01->t02->t04->t07->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t04->t07->t08->t10->t11->t12->t13->t14->t15->t16,6.9120,0.01739813332527864197903766575,0.4320,0.4320,6.912000,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_17,16,chain_like,lognormal,unique,17,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_17,16,chain_like,lognormal,unique,17,io,4,,,,,,,,,-4.224,-0.01303703703703703703703703704,1.980,0.006111111111111111111111111111,1.980,0.006111111111111111111111111111
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_17,16,chain_like,lognormal,unique,17,io,8,,,,,,,,,-4.224,-0.01303703703703703703703703704,1.980,0.006111111111111111111111111111,1.980,0.006111111111111111111111111111
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_17,16,chain_like,lognormal,unique,17,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_17,16,chain_like,lognormal,unique,17,equal_alternating,4,,,,,,,,,-4.396,-0.01356790123456790123456790123,-1.030,-0.003179012345679012345679012346,-1.030,-0.003179012345679012345679012346
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_17,16,chain_like,lognormal,unique,17,equal_alternating,8,,,,,,,,,-4.396,-0.01356790123456790123456790123,-1.030,-0.003179012345679012345679012346,-1.030,-0.003179012345679012345679012346
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_17,16,chain_like,lognormal,unique,17,io,4,true,t01->t03->t05->t06->t09->t10->t11->t12->t13->t14->t15->t16 => t01->t03->t05->t06->t09->t10->t11->t12->t13->t14->t15->t16,5.7024,0.01737070667193051717331227793,5.7024,5.7024,5.702400,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_18,16,chain_like,lognormal,unique,18,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_18,16,chain_like,lognormal,unique,18,io,4,,,,,,,,,-7.169,-0.01757107843137254901960784314,-3.419,-0.008379901960784313725490196078,-3.419,-0.008379901960784313725490196078
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_18,16,chain_like,lognormal,unique,18,io,8,,,,,,,,,-7.169,-0.01757107843137254901960784314,-3.419,-0.008379901960784313725490196078,-3.419,-0.008379901960784313725490196078
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_18,16,chain_like,lognormal,unique,18,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_18,16,chain_like,lognormal,unique,18,equal_alternating,4,,,,,,,,,-5.681,-0.01392401960784313725490196078,-3.295,-0.008075980392156862745098039216,-3.295,-0.008075980392156862745098039216
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_18,16,chain_like,lognormal,unique,18,equal_alternating,8,,,,,,,,,-5.681,-0.01392401960784313725490196078,-3.295,-0.008075980392156862745098039216,-3.295,-0.008075980392156862745098039216
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_18,16,chain_like,lognormal,unique,18,io,4,true,t01->t02->t04->t06->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t04->t06->t08->t10->t11->t12->t13->t14->t15->t16,6.7392,0.01631552647786829047215088376,6.7392,6.7392,6.739200,true,,,,,,
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_19,16,chain_like,lognormal,tied,19,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_19,16,chain_like,lognormal,tied,19,io,4,,,,,,,,,-2.232,-0.008086956521739130434782608696,-1.068,-0.003869565217391304347826086957,-1.068,-0.003869565217391304347826086957
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_19,16,chain_like,lognormal,tied,19,io,8,,,,,,,,,-2.232,-0.008086956521739130434782608696,-1.068,-0.003869565217391304347826086957,-1.068,-0.003869565217391304347826086957
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_19,16,chain_like,lognormal,tied,19,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_19,16,chain_like,lognormal,tied,19,equal_alternating,4,,,,,,,,,-7.063,-0.02559057971014492753623188406,-5.742,-0.02080434782608695652173913043,-5.742,-0.02080434782608695652173913043
schedule_policy,exp08_confirmatory_n16_chain_like_lognormal_19,16,chain_like,lognormal,tied,19,equal_alternating,8,,,,,,,,,-7.063,-0.02559057971014492753623188406,-5.742,-0.02080434782608695652173913043,-5.742,-0.02080434782608695652173913043
differentiated_slowdown,exp08_confirmatory_n16_chain_like_lognormal_19,16,chain_like,lognormal,tied,19,io,4,false,t01->t02->t04->t07->t08->t10->t11->t12->t13->t14->t15->t16 => t01->t02->t04->t07->t08->t10->t11->t12->t13->t14->t15->t16,5.3568,0.01899495659222649273062075084,3.5520,3.5520,5.356800,true,,,,,,
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_00,32,wide_layered,homogeneous,tied,0,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_00,32,wide_layered,homogeneous,tied,0,io,4,,,,,,,,,0.827,0.008614583333333333333333333333,4.843,0.05044791666666666666666666667,3.193,0.03326041666666666666666666667
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_00,32,wide_layered,homogeneous,tied,0,io,8,,,,,,,,,-3.482,-0.04836111111111111111111111111,13.072,0.1815555555555555555555555556,-3.130,-0.04347222222222222222222222222
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_00,32,wide_layered,homogeneous,tied,0,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_00,32,wide_layered,homogeneous,tied,0,equal_alternating,4,,,,,,,,,0.546,0.0056875,3.396,0.035375,2.036,0.02120833333333333333333333333
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_00,32,wide_layered,homogeneous,tied,0,equal_alternating,8,,,,,,,,,-0.650,-0.009027777777777777777777777778,4.740,0.06583333333333333333333333333,5.275,0.07326388888888888888888888889
differentiated_slowdown,exp08_confirmatory_n32_wide_layered_homogeneous_00,32,wide_layered,homogeneous,tied,0,io,4,true,t01->t03->t12->t20->t28->t32 => t01->t03->t12->t20->t28->t32,5.5296,0.05559845559845559845559845560,5.5296,0.0000,5.529600,true,,,,,,
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_01,32,wide_layered,homogeneous,tied,1,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_01,32,wide_layered,homogeneous,tied,1,io,4,,,,,,,,,2.392,0.02491666666666666666666666667,12.342,0.1285625,5.697,0.05934375
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_01,32,wide_layered,homogeneous,tied,1,io,8,,,,,,,,,-5.170,-0.07180555555555555555555555556,-6.237,-0.086625,-2.218,-0.03080555555555555555555555556
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_01,32,wide_layered,homogeneous,tied,1,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_01,32,wide_layered,homogeneous,tied,1,equal_alternating,4,,,,,,,,,1.491,0.01553125,7.878,0.0820625,8.766,0.0913125
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_01,32,wide_layered,homogeneous,tied,1,equal_alternating,8,,,,,,,,,-1.359,-0.018875,4.834,0.06713888888888888888888888889,5.507,0.07648611111111111111111111111
differentiated_slowdown,exp08_confirmatory_n32_wide_layered_homogeneous_01,32,wide_layered,homogeneous,tied,1,io,4,true,t01->t08->t15->t23->t25->t32 => t01->t08->t15->t23->t25->t32,5.5296,0.05559845559845559845559845560,5.5296,0.0000,5.529600,true,,,,,,
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_02,32,wide_layered,homogeneous,tied,2,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_02,32,wide_layered,homogeneous,tied,2,io,4,,,,,,,,,0.826,0.008604166666666666666666666667,7.854,0.0818125,2.743,0.02857291666666666666666666667
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_02,32,wide_layered,homogeneous,tied,2,io,8,,,,,,,,,-1.388,-0.01927777777777777777777777778,1.333,0.01851388888888888888888888889,2.072,0.02877777777777777777777777778
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_02,32,wide_layered,homogeneous,tied,2,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_02,32,wide_layered,homogeneous,tied,2,equal_alternating,4,,,,,,,,,0.135,0.00140625,2.109,0.02196875,2.730,0.0284375
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_02,32,wide_layered,homogeneous,tied,2,equal_alternating,8,,,,,,,,,-0.650,-0.009027777777777777777777777778,10.050,0.1395833333333333333333333333,5.997,0.08329166666666666666666666667
differentiated_slowdown,exp08_confirmatory_n32_wide_layered_homogeneous_02,32,wide_layered,homogeneous,tied,2,io,4,true,t01->t06->t11->t18->t31->t32 => t01->t06->t11->t18->t31->t32,5.5296,0.05559845559845559845559845560,5.5296,0.0000,5.529600,true,,,,,,
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_03,32,wide_layered,homogeneous,tied,3,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_03,32,wide_layered,homogeneous,tied,3,io,4,,,,,,,,,2.805,0.02921875,12.345,0.12859375,5.610,0.0584375
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_03,32,wide_layered,homogeneous,tied,3,io,8,,,,,,,,,-2.217,-0.03079166666666666666666666667,10.154,0.1410277777777777777777777778,-2.129,-0.02956944444444444444444444444
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_03,32,wide_layered,homogeneous,tied,3,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_03,32,wide_layered,homogeneous,tied,3,equal_alternating,4,,,,,,,,,0.329,0.003427083333333333333333333333,4.878,0.0508125,4.989,0.05196875
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_03,32,wide_layered,homogeneous,tied,3,equal_alternating,8,,,,,,,,,-0.834,-0.01158333333333333333333333333,6.064,0.08422222222222222222222222222,2.687,0.03731944444444444444444444444
differentiated_slowdown,exp08_confirmatory_n32_wide_layered_homogeneous_03,32,wide_layered,homogeneous,tied,3,io,4,true,t01->t03->t17->t20->t28->t32 => t01->t03->t17->t20->t28->t32,5.5296,0.05559845559845559845559845560,5.5296,0.0000,5.529600,true,,,,,,
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_04,32,wide_layered,homogeneous,tied,4,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_04,32,wide_layered,homogeneous,tied,4,io,4,,,,,,,,,2.509,0.02613541666666666666666666667,7.140,0.074375,5.221,0.05438541666666666666666666667
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_04,32,wide_layered,homogeneous,tied,4,io,8,,,,,,,,,-3.459,-0.04804166666666666666666666667,-5.181,-0.07195833333333333333333333333,-1.836,-0.0255
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_04,32,wide_layered,homogeneous,tied,4,equal_alternating,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_04,32,wide_layered,homogeneous,tied,4,equal_alternating,4,,,,,,,,,0.999,0.01040625,4.887,0.05090625,4.147,0.04319791666666666666666666667
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_04,32,wide_layered,homogeneous,tied,4,equal_alternating,8,,,,,,,,,-1.227,-0.01704166666666666666666666667,6.377,0.08856944444444444444444444444,2.911,0.04043055555555555555555555556
differentiated_slowdown,exp08_confirmatory_n32_wide_layered_homogeneous_04,32,wide_layered,homogeneous,tied,4,io,4,true,t01->t06->t12->t21->t27->t32 => t01->t06->t12->t21->t27->t32,5.5296,0.05559845559845559845559845560,5.5296,0.0000,5.529600,true,,,,,,
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_05,32,wide_layered,homogeneous,tied,5,io,1,,,,,,,,,0.000,0,0,0,0,0
schedule_policy,exp08_confirmatory_n32_wide_layered_homogeneous_05,32,wide_layered,homogeneous,tied,5,io,4,,,,,,,,,3.751,0.03907291666666666666666666667,4.785,0.04984375,1.980,0.020625
